Date,Overall AQI Value,Main Pollutant,Site Name (of Overall AQI),Site ID (of Overall AQI),Source (of Overall AQI),CO,Ozone,PM10,PM25,NO2
09/28/2021,118,PM2.5,Bakersfield-Airport (Planz),06-029-0016,AQS,5,42,83,118,33
09/29/2021,85,PM10,Oildale,06-029-0232,AQS,3,46,85,64,35
09/30/2021,81,PM2.5,Bakersfield-Golden / M St,06-029-0010,AQS,5,74,80,81,50
10/01/2021,148,PM2.5,Bakersfield-Golden / M St,06-029-0010,AQS,8,119,92,148,40
10/02/2021,144,PM2.5,Bakersfield-Golden / M St,06-029-0010,AQS,8,119,89,144,43
10/03/2021,131,PM2.5,Bakersfield-Golden / M St,06-029-0010,AQS,7,119,77,131,41
10/04/2021,167,PM2.5,Bakersfield-Golden / M St,06-029-0010,AQS,10,97,116,167,54
10/05/2021,91,PM10,Bakersfield-California,06-029-0014,AQS,10,50,91,88,43
10/06/2021,84,Ozone,Arvin-Di Giorgio,06-029-5002,AQS,5,84,62,69,42
10/07/2021,61,PM10,Bakersfield-Golden / M St,06-029-0010,AQS,5,50,61,55,33
10/08/2021,44,PM2.5,Bakersfield-Golden / M St,06-029-0010,AQS,3,38,35,44,34
10/09/2021,55,PM2.5,Bakersfield-Golden / M St,06-029-0010,AQS,5,45,38,55,26
10/10/2021,67,Ozone,Arvin-Di Giorgio,06-029-5002,AQS,3,67,43,64,26
10/11/2021,314,PM10,Bakersfield-California,06-029-0014,AQS,5,47,314,114,30
10/12/2021,87,PM10,Canebrake,06-029-0017,AQS,3,36,87,56,31
10/13/2021,62,PM2.5,Bakersfield-Airport (Planz),06-029-0016,AQS,5,44,57,62,44
10/14/2021,69,PM2.5,Bakersfield-Golden / M St,06-029-0010,AQS,5,50,61,69,44
10/15/2021,65,PM2.5,Bakersfield-Golden / M St,06-029-0010,AQS,5,58,62,65,41
10/16/2021,66,PM2.5,Bakersfield-Golden / M St,06-029-0010,AQS,5,58,58,66,40
10/17/2021,71,PM10,Oildale,06-029-0232,AQS,5,54,71,59,31
10/18/2021,53,PM2.5,Bakersfield-Golden / M St,06-029-0010,AQS,2,38,49,53,33
10/19/2021,58,PM2.5,Bakersfield-Golden / M St,06-029-0010,AQS,3,44,34,58,42
10/20/2021,64,PM2.5,Bakersfield-Golden / M St,06-029-0010,AQS,5,61,46,64,54
10/21/2021,77,Ozone,Maricopa,06-029-0008,AQS,5,77,56,66,50
10/22/2021,53,PM2.5,Bakersfield-Golden / M St,06-029-0010,AQS,6,43,44,53,36
10/23/2021,40,PM2.5,Bakersfield-Golden / M St,06-029-0010,AQS,3,40,22,40,26
10/24/2021,42,PM2.5,Bakersfield-Golden / M St,06-029-0010,AQS,3,39,20,42,25
10/25/2021,111,PM10,Bakersfield-Golden / M St,06-029-0010,AQS,3,38,111,78,25
10/26/2021,53,PM2.5,Bakersfield-Golden / M St,06-029-0010,AQS,5,35,19,53,31
10/27/2021,65,PM2.5,Bakersfield-Golden / M St,06-029-0010,AQS,3,42,30,65,42
10/28/2021,130,PM2.5,Bakersfield-California,06-029-0014,AQS,3,51,56,130,45
10/29/2021,159,PM2.5,Bakersfield-California,06-029-0014,AQS,7,90,68,159,48
10/30/2021,163,PM2.5,Bakersfield-California,06-029-0014,AQS,7,105,65,163,35
10/31/2021,93,PM2.5,Bakersfield-Airport (Planz),06-029-0016,AQS,7,39,32,93,30
11/01/2021,74,PM2.5,Bakersfield-California,06-029-0014,AQS,3,34,33,74,38
11/02/2021,64,PM2.5,Bakersfield-Golden / M St,06-029-0010,AQS,5,37,31,64,36
11/03/2021,87,PM2.5,Bakersfield-Airport (Planz),06-029-0016,AQS,3,38,45,87,36
11/04/2021,95,PM2.5,Bakersfield-California,06-029-0014,AQS,5,44,45,95,41
11/05/2021,63,PM2.5,Bakersfield-Golden / M St,06-029-0010,AQS,3,38,33,63,37
11/06/2021,81,PM2.5,Bakersfield-Airport (Planz),06-029-0016,AQS,3,40,44,81,37
11/07/2021,59,PM2.5,Bakersfield-Golden / M St,06-029-0010,AQS,3,35,22,59,26
11/08/2021,59,PM2.5,Bakersfield-California,06-029-0014,AQS,5,38,40,59,42
11/09/2021,57,PM2.5,Bakersfield-Golden / M St,06-029-0010,AQS,5,37,25,57,31
11/10/2021,61,PM2.5,Bakersfield-California,06-029-0014,AQS,5,32,22,61,36
11/11/2021,134,PM2.5,Bakersfield-California,06-029-0014,AQS,6,30,35,134,35
11/12/2021,108,PM2.5,Bakersfield-California,06-029-0014,AQS,7,37,53,108,39
11/13/2021,119,PM2.5,Bakersfield-Golden / M St,06-029-0010,AQS,7,44,53,119,40
11/14/2021,126,PM2.5,Bakersfield-Golden / M St,06-029-0010,AQS,7,40,49,126,31
11/15/2021,110,PM2.5,Bakersfield-Golden / M St,06-029-0010,AQS,7,32,44,110,43
11/16/2021,93,PM2.5,Bakersfield-California,06-029-0014,AQS,6,35,36,93,30
11/17/2021,103,PM2.5,Bakersfield-California,06-029-0014,AQS,6,31,51,103,31
11/18/2021,134,PM2.5,Bakersfield-Golden / M St,06-029-0010,AQS,7,36,66,134,45
11/19/2021,154,PM2.5,Bakersfield-Golden / M St,06-029-0010,AQS,7,38,68,154,41
11/20/2021,154,PM2.5,Bakersfield-Golden / M St,06-029-0010,AQS,10,36,61,154,36
11/21/2021,127,PM2.5,Bakersfield-Golden / M St,06-029-0010,AQS,13,32,34,127,19
11/22/2021,102,PM2.5,Bakersfield-California,06-029-0014,AQS,6,30,44,102,26
11/23/2021,85,PM2.5,Bakersfield-Golden / M St,06-029-0010,AQS,7,41,32,85,33
11/24/2021,99,PM2.5,Bakersfield-Airport (Planz),06-029-0016,AQS,6,36,45,99,33
11/25/2021,86,PM2.5,Bakersfield-Golden / M St,06-029-0010,AQS,6,38,44,86,33
11/26/2021,97,PM2.5,Bakersfield-California,06-029-0014,AQS,7,38,51,97,40
11/27/2021,138,PM2.5,Bakersfield-Airport (Planz),06-029-0016,AQS,8,44,56,138,42
11/28/2021,139,PM2.5,Bakersfield-California,06-029-0014,AQS,8,47,63,139,42
11/29/2021,131,PM2.5,Bakersfield-California,06-029-0014,AQS,8,51,67,131,62
11/30/2021,143,PM2.5,Bakersfield-Airport (Planz),06-029-0016,AQS,9,67,74,143,66
12/01/2021,147,PM2.5,Bakersfield-California,06-029-0014,AQS,9,71,82,147,65
12/02/2021,141,PM2.5,Bakersfield-Golden / M St,06-029-0010,AQS,8,58,83,141,65
12/03/2021,151,PM2.5,Bakersfield-California,06-029-0014,AQS,9,51,83,151,53
12/04/2021,156,PM2.5,Bakersfield-Golden / M St,06-029-0010,AQS,11,36,67,156,33
12/05/2021,119,PM2.5,Bakersfield-Golden / M St,06-029-0010,AQS,15,33,40,119,16
12/06/2021,152,PM2.5,Bakersfield-Golden / M St,06-029-0010,AQS,6,34,61,152,30
12/07/2021,129,PM2.5,Bakersfield-Golden / M St,06-029-0010,AQS,6,33,55,129,30
12/08/2021,138,PM2.5,Bakersfield-Golden / M St,06-029-0010,AQS,8,32,61,138,39
12/09/2021,89,PM2.5,Bakersfield-Golden / M St,06-029-0010,AQS,9,38,37,89,29
12/10/2021,65,PM2.5,Bakersfield-Golden / M St,06-029-0010,AQS,7,33,16,65,35
12/11/2021,88,PM2.5,Bakersfield-Golden / M St,06-029-0010,AQS,8,35,28,88,31
12/12/2021,80,PM2.5,Bakersfield-California,06-029-0014,AQS,8,39,31,80,37
12/13/2021,105,PM10,Bakersfield-California,06-029-0014,AQS,8,39,105,58,35
12/14/2021,49,PM10,Bakersfield-California,06-029-0014,AQS,2,37,49,33,30
12/15/2021,65,PM2.5,Bakersfield-Golden / M St,06-029-0010,AQS,5,33,18,65,32
12/16/2021,47,PM2.5,Bakersfield-Golden / M St,06-029-0010,AQS,7,31,13,47,31
12/17/2021,58,PM2.5,Bakersfield-Golden / M St,06-029-0010,AQS,3,33,12,58,23
12/18/2021,77,PM2.5,Bakersfield-Golden / M St,06-029-0010,AQS,6,33,30,77,22
12/19/2021,116,PM2.5,Bakersfield-Golden / M St,06-029-0010,AQS,10,31,34,116,27
12/20/2021,72,PM2.5,Bakersfield-Golden / M St,06-029-0010,AQS,10,28,20,72,21
12/21/2021,90,PM2.5,Bakersfield-Airport (Planz),06-029-0016,AQS,5,30,28,90,20
12/22/2021,76,PM2.5,Bakersfield-California,06-029-0014,AQS,6,26,24,76,28
12/23/2021,66,PM2.5,Bakersfield-California,06-029-0014,AQS,6,25,17,66,28
12/24/2021,98,PM2.5,Bakersfield-California,06-029-0014,AQS,5,35,6,98,25
12/25/2021,44,PM2.5,Bakersfield-California,06-029-0014,AQS,2,37,11,44,25
12/26/2021,39,PM2.5,Bakersfield-Golden / M St,06-029-0010,AQS,5,37,9,39,27
12/27/2021,52,PM2.5,Bakersfield-Golden / M St,06-029-0010,AQS,5,36,9,52,27
12/28/2021,117,PM2.5,Bakersfield-Airport (Planz),06-029-0016,AQS,2,36,8,117,30
12/29/2021,36,PM2.5,Bakersfield-California,06-029-0014,AQS,3,33,14,36,29
12/30/2021,130,PM2.5,Bakersfield-Airport (Planz),06-029-0016,AQS,3,31,9,130,20
12/31/2021,59,PM2.5,Bakersfield-California,06-029-0014,AQS,5,36,14,59,18
01/01/2022,72,PM2.5,Bakersfield-Golden / M St,06-029-0010,AQS,5,37,19,72,22
01/02/2022,137,PM2.5,Bakersfield-Airport (Planz),06-029-0016,AQS,6,37,22,137,31
01/03/2022,63,PM2.5,Bakersfield-Golden / M St,06-029-0010,AQS,6,35,32,63,33
01/04/2022,61,PM2.5,Bakersfield-Golden / M St,06-029-0010,AQS,6,37,30,61,36
01/05/2022,127,PM2.5,Bakersfield-California,06-029-0014,AQS,7,34,32,127,37
01/06/2022,74,PM2.5,Bakersfield-California,06-029-0014,AQS,6,31,33,74,32
01/07/2022,96,PM2.5,Bakersfield-California,06-029-0014,AQS,7,34,44,96,26
01/08/2022,111,PM2.5,Bakersfield-Airport (Planz),06-029-0016,AQS,10,35,33,111,33
01/09/2022,75,PM2.5,Bakersfield-Golden / M St,06-029-0010,AQS,8,36,19,75,20
01/10/2022,90,PM2.5,Bakersfield-Golden / M St,06-029-0010,AQS,7,36,38,90,28
01/11/2022,107,PM2.5,Bakersfield-Airport (Planz),06-029-0016,AQS,7,36,43,107,33
01/12/2022,128,PM2.5,Bakersfield-California,06-029-0014,AQS,7,31,55,128,42
01/13/2022,134,PM2.5,Bakersfield-Golden / M St,06-029-0010,AQS,7,25,58,134,31
01/14/2022,146,PM2.5,Bakersfield-Golden / M St,06-029-0010,AQS,7,35,58,146,27
01/15/2022,122,PM2.5,Bakersfield-Golden / M St,06-029-0010,AQS,6,32,45,122,17
01/16/2022,116,PM2.5,Bakersfield-California,06-029-0014,AQS,10,36,41,116,31
01/17/2022,151,PM2.5,Bakersfield-Airport (Planz),06-029-0016,AQS,10,34,55,151,32
01/18/2022,97,PM2.5,Bakersfield-California,06-029-0014,AQS,5,35,44,97,39
01/19/2022,112,PM2.5,Bakersfield-Golden / M St,06-029-0010,AQS,7,37,49,112,36
01/20/2022,132,PM2.5,Bakersfield-California,06-029-0014,AQS,6,37,58,132,41
01/21/2022,153,PM2.5,Bakersfield-California,06-029-0014,AQS,7,38,62,153,33
01/22/2022,97,PM2.5,Bakersfield-California,06-029-0014,AQS,6,38,45,97,32
01/23/2022,85,PM2.5,Bakersfield-California,06-029-0014,AQS,7,37,37,85,34
01/24/2022,75,PM2.5,Bakersfield-California,06-029-0014,AQS,6,40,39,75,42
01/25/2022,86,PM2.5,Bakersfield-California,06-029-0014,AQS,5,43,51,86,41
01/26/2022,83,PM2.5,Bakersfield-Golden / M St,06-029-0010,AQS,6,40,54,83,34
01/27/2022,84,PM2.5,Bakersfield-California,06-029-0014,AQS,5,41,53,84,39
01/28/2022,63,PM2.5,Bakersfield-California,06-029-0014,AQS,6,44,51,63,36
01/29/2022,95,PM2.5,Bakersfield-California,06-029-0014,AQS,5,35,52,95,34
01/30/2022,77,PM2.5,Bakersfield-Golden / M St,06-029-0010,AQS,.,42,37,77,30
01/31/2022,83,PM2.5,Bakersfield-California,06-029-0014,AQS,.,41,50,83,36
02/01/2022,86,PM2.5,Bakersfield-Golden / M St,06-029-0010,AQS,6,38,58,86,32
02/02/2022,60,PM2.5,Bakersfield-Golden / M St,06-029-0010,AQS,6,38,40,60,37
02/03/2022,67,PM2.5,Bakersfield-Golden / M St,06-029-0010,AQS,5,40,50,67,37
02/04/2022,69,PM2.5,Bakersfield-Airport (Planz),06-029-0016,AQS,7,38,51,69,33
02/05/2022,69,PM2.5,Bakersfield-California,06-029-0014,AQS,6,43,38,69,31
02/06/2022,80,PM2.5,Bakersfield-Golden / M St,06-029-0010,AQS,6,46,44,80,42
02/07/2022,107,PM2.5,Bakersfield-Airport (Planz),06-029-0016,AQS,5,49,62,107,50
02/08/2022,105,PM2.5,Bakersfield-Golden / M St,06-029-0010,AQS,6,50,66,105,52
02/09/2022,118,PM2.5,Bakersfield-Golden / M St,06-029-0010,AQS,6,64,74,118,47
02/10/2022,134,PM2.5,Bakersfield-Golden / M St,06-029-0010,AQS,7,77,78,134,52
02/11/2022,120,PM2.5,Bakersfield-Golden / M St,06-029-0010,AQS,7,77,73,120,53
02/12/2022,80,PM2.5,Bakersfield-Golden / M St,06-029-0010,AQS,7,50,52,80,36
02/13/2022,58,PM2.5,Bakersfield-Golden / M St,06-029-0010,AQS,5,48,36,58,32
02/14/2022,61,PM2.5,Bakersfield-Golden / M St,06-029-0010,AQS,5,48,45,61,42
02/15/2022,41,PM10,Bakersfield-Golden / M St,06-029-0010,AQS,5,38,41,39,28
02/16/2022,42,PM2.5,Bakersfield-Golden / M St,06-029-0010,AQS,2,38,33,42,29
02/17/2022,69,PM2.5,Bakersfield-Golden / M St,06-029-0010,AQS,6,43,46,69,42
02/18/2022,77,PM2.5,Bakersfield-Golden / M St,06-029-0010,AQS,6,48,54,77,46
02/19/2022,86,PM2.5,Bakersfield-Golden / M St,06-029-0010,AQS,6,54,59,86,35
02/20/2022,85,PM2.5,Bakersfield-Golden / M St,06-029-0010,AQS,5,64,48,85,37
02/21/2022,46,PM2.5,Bakersfield-California,06-029-0014,AQS,5,41,46,46,32
02/22/2022,39,Ozone,Maricopa,06-029-0008,AQS,3,39,17,35,26
02/23/2022,41,PM2.5,Bakersfield-Golden / M St,06-029-0010,AQS,3,37,14,41,30
02/24/2022,52,PM2.5,Bakersfield-Golden / M St,06-029-0010,AQS,3,42,20,52,37
02/25/2022,61,PM2.5,Bakersfield-Airport (Planz),06-029-0016,AQS,5,44,28,61,35
02/26/2022,71,PM2.5,Bakersfield-Golden / M St,06-029-0010,AQS,5,45,34,71,32
02/27/2022,63,PM2.5,Bakersfield-California,06-029-0014,AQS,5,47,29,63,36
02/28/2022,67,PM2.5,Bakersfield-Golden / M St,06-029-0010,AQS,5,58,42,67,41
03/01/2022,71,PM2.5,Bakersfield-Golden / M St,06-029-0010,AQS,5,71,52,71,50
03/02/2022,72,PM2.5,Bakersfield-Golden / M St,06-029-0010,AQS,5,71,56,72,65
03/03/2022,64,PM2.5,Bakersfield-Golden / M St,06-029-0010,AQS,3,54,57,64,39
03/04/2022,39,Ozone,Mojave - CA 58 Business,06-029-0019,AQS,2,39,10,26,20
03/05/2022,42,Ozone,Mojave - CA 58 Business,06-029-0019,AQS,3,42,12,32,27
03/06/2022,55,PM2.5,Bakersfield-Golden / M St,06-029-0010,AQS,3,41,16,55,24
03/07/2022,53,PM2.5,Bakersfield-Golden / M St,06-029-0010,AQS,3,43,22,53,30
03/08/2022,54,PM2.5,Bakersfield-Golden / M St,06-029-0010,AQS,3,44,25,54,39
03/09/2022,59,PM2.5,Bakersfield-Golden / M St,06-029-0010,AQS,3,51,36,59,45
03/10/2022,56,PM2.5,Bakersfield-Golden / M St,06-029-0010,AQS,5,44,49,56,33
03/11/2022,48,PM2.5,Bakersfield-Golden / M St,06-029-0010,AQS,2,47,32,48,37
03/12/2022,54,Ozone,Maricopa,06-029-0008,AQS,3,54,37,47,36
03/13/2022,45,Ozone,Mojave - CA 58 Business,06-029-0019,AQS,5,45,33,29,26
03/14/2022,55,PM2.5,Bakersfield-Golden / M St,06-029-0010,AQS,3,49,35,55,37
03/15/2022,58,Ozone,Edison,06-029-0007,AQS,3,58,43,55,38
03/16/2022,41,Ozone,Maricopa,06-029-0008,AQS,2,41,26,36,37
03/17/2022,54,PM2.5,Bakersfield-Golden / M St,06-029-0010,AQS,3,49,38,54,36
03/18/2022,61,Ozone,Arvin-Di Giorgio,06-029-5002,AQS,3,61,42,55,42
03/19/2022,47,PM10,Bakersfield-Golden / M St,06-029-0010,AQS,5,45,47,44,34
03/20/2022,40,Ozone,Maricopa,06-029-0008,AQS,2,40,31,33,22
03/21/2022,49,PM2.5,Bakersfield-Golden / M St,06-029-0010,AQS,2,46,20,49,31
03/22/2022,64,Ozone,Arvin-Di Giorgio,06-029-5002,AQS,3,64,34,56,34
03/23/2022,67,Ozone,Maricopa,06-029-0008,AQS,3,67,42,56,41
03/24/2022,67,Ozone,Edison,06-029-0007,AQS,3,67,38,52,38
03/25/2022,74,Ozone,Edison,06-029-0007,AQS,3,74,44,60,33
03/26/2022,87,Ozone,Edison,06-029-0007,AQS,5,87,39,59,29
03/27/2022,81,PM10,Bakersfield-Golden / M St,06-029-0010,AQS,3,47,81,73,25
03/28/2022,39,Ozone,Mojave - CA 58 Business,06-029-0019,AQS,2,39,26,21,19
03/29/2022,42,Ozone,Maricopa,06-029-0008,AQS,3,42,12,39,30
03/30/2022,59,PM2.5,Bakersfield-Golden / M St,06-029-0010,AQS,3,46,21,59,25
03/31/2022,61,PM2.5,Bakersfield-Golden / M St,06-029-0010,AQS,2,41,28,61,22
04/01/2022,71,PM2.5,Bakersfield-Golden / M St,06-029-0010,AQS,2,49,37,71,32
04/02/2022,77,Ozone,Edison,06-029-0007,AQS,3,77,38,70,32
04/03/2022,53,PM2.5,Bakersfield-Golden / M St,06-029-0010,AQS,3,50,26,53,25
04/04/2022,47,Ozone,Maricopa,06-029-0008,AQS,3,47,34,42,27
04/05/2022,49,PM2.5,Bakersfield-Golden / M St,06-029-0010,AQS,3,42,34,49,28
04/06/2022,67,Ozone,Edison,06-029-0007,AQS,3,67,50,60,34
04/07/2022,64,PM2.5,Bakersfield-Golden / M St,06-029-0010,AQS,5,58,56,64,46
04/08/2022,108,Ozone,Edison,06-029-0007,AQS,3,108,55,68,40
04/09/2022,63,PM2.5,Bakersfield-Golden / M St,06-029-0010,AQS,3,48,59,63,26
04/10/2022,53,PM2.5,Bakersfield-Golden / M St,06-029-0010,AQS,2,44,45,53,23
04/11/2022,145,PM10,Ridgecrest-Ward,06-029-0018,AQS,3,43,145,73,26
04/12/2022,44,Ozone,Mojave - CA 58 Business,06-029-0019,AQS,2,44,31,41,24
04/13/2022,55,PM2.5,Bakersfield-Golden / M St,06-029-0010,AQS,2,49,30,55,37
04/14/2022,56,PM2.5,Bakersfield-Golden / M St,06-029-0010,AQS,2,51,32,56,29
04/15/2022,52,PM2.5,Bakersfield-Golden / M St,06-029-0010,AQS,2,43,27,52,28
04/16/2022,54,PM10,Ridgecrest-Ward,06-029-0018,AQS,2,38,54,43,25
04/17/2022,53,PM2.5,Bakersfield-Golden / M St,06-029-0010,AQS,2,44,22,53,25
04/18/2022,61,Ozone,Arvin-Di Giorgio,06-029-5002,AQS,2,61,33,55,27
04/19/2022,48,PM2.5,Bakersfield-Golden / M St,06-029-0010,AQS,2,42,33,48,26
04/20/2022,58,Ozone,Arvin-Di Giorgio,06-029-5002,AQS,2,58,31,37,25
04/21/2022,47,Ozone,Maricopa,06-029-0008,AQS,2,47,31,46,34
04/22/2022,45,Ozone,Oildale,06-029-0232,AQS,2,45,11,43,25
04/23/2022,57,PM2.5,Bakersfield-Golden / M St,06-029-0010,AQS,2,50,20,57,29
04/24/2022,54,PM2.5,Bakersfield-Golden / M St,06-029-0010,AQS,2,54,19,54,22
04/25/2022,80,Ozone,Oildale,06-029-0232,AQS,2,80,46,59,36
04/26/2022,97,Ozone,Maricopa,06-029-0008,AQS,3,97,49,67,30
04/27/2022,74,Ozone,Arvin-Di Giorgio,06-029-5002,AQS,2,74,46,63,34
04/28/2022,64,Ozone,Mojave - CA 58 Business,06-029-0019,AQS,2,64,51,56,30
04/29/2022,74,Ozone,Arvin-Di Giorgio,06-029-5002,AQS,3,74,37,61,31
04/30/2022,90,Ozone,Arvin-Di Giorgio,06-029-5002,AQS,3,90,40,60,32
05/01/2022,54,PM2.5,Bakersfield-Golden / M St,06-029-0010,AQS,3,50,25,54,25
05/02/2022,71,Ozone,Arvin-Di Giorgio,06-029-5002,AQS,2,71,53,55,30
05/03/2022,57,PM2.5,Ridgecrest-Ward,06-029-0018,AQS,2,54,56,57,34
05/04/2022,87,Ozone,Maricopa,06-029-0008,AQS,3,87,44,49,44
05/05/2022,97,Ozone,Arvin-Di Giorgio,06-029-5002,AQS,3,97,87,61,38
05/06/2022,57,PM10,Canebrake,06-029-0017,AQS,2,43,57,32,25
05/07/2022,46,Ozone,Mojave - CA 58 Business,06-029-0019,AQS,2,46,32,39,20
05/08/2022,78,PM10,Ridgecrest-Ward,06-029-0018,AQS,2,48,78,53,12
05/09/2022,46,Ozone,Oildale,06-029-0232,AQS,2,46,22,30,38
05/10/2022,44,Ozone,Mojave - CA 58 Business,06-029-0019,AQS,2,44,29,25,25
05/11/2022,46,Ozone,Oildale,06-029-0232,AQS,2,46,37,27,35
05/12/2022,50,Ozone,Mojave - CA 58 Business,06-029-0019,AQS,2,50,47,42,34
05/13/2022,67,Ozone,Arvin-Di Giorgio,06-029-5002,AQS,2,67,42,43,29
05/14/2022,80,Ozone,Edison,06-029-0007,AQS,2,80,40,55,30
05/15/2022,93,Ozone,Arvin-Di Giorgio,06-029-5002,AQS,2,93,41,55,30
05/16/2022,61,Ozone,Oildale,06-029-0232,AQS,2,61,40,36,31
05/17/2022,74,Ozone,Mojave - CA 58 Business,06-029-0019,AQS,2,74,47,49,33
05/18/2022,93,Ozone,Arvin-Di Giorgio,06-029-5002,AQS,2,93,52,64,35
05/19/2022,74,Ozone,Mojave - CA 58 Business,06-029-0019,AQS,3,74,64,61,39
05/20/2022,107,PM10,Bakersfield-Golden / M St,06-029-0010,AQS,2,58,107,94,25
05/21/2022,77,Ozone,Oildale,06-029-0232,AQS,3,77,54,49,31
05/22/2022,87,Ozone,Mojave - CA 58 Business,06-029-0019,AQS,3,87,40,46,30
05/23/2022,71,Ozone,Oildale,06-029-0232,AQS,3,71,51,54,33
05/24/2022,119,Ozone,Arvin-Di Giorgio,06-029-5002,AQS,3,119,66,65,45
05/25/2022,136,Ozone,Edison,06-029-0007,AQS,3,136,55,62,38
05/26/2022,108,Ozone,Arvin-Di Giorgio,06-029-5002,AQS,3,108,84,71,36
05/27/2022,77,Ozone,Arvin-Di Giorgio,06-029-5002,AQS,2,77,61,53,28
05/28/2022,57,PM10,Ridgecrest-Ward,06-029-0018,AQS,2,44,57,49,14
05/29/2022,59,PM10,Canebrake,06-029-0017,AQS,2,47,59,41,17
05/30/2022,50,PM2.5,Bakersfield-California,06-029-0014,AQS,2,48,37,50,19
05/31/2022,54,PM2.5,Bakersfield-California,06-029-0014,AQS,2,54,41,54,29
06/01/2022,93,Ozone,Oildale,06-029-0232,AQS,2,93,55,84,42
06/02/2022,77,Ozone,Edison,06-029-0007,AQS,2,77,51,55,33
06/03/2022,45,PM10,Bakersfield-Golden / M St,06-029-0010,AQS,2,43,45,42,34
06/04/2022,47,PM2.5,Ridgecrest-Ward,06-029-0018,AQS,2,46,40,47,19
06/05/2022,47,Ozone,Arvin-Di Giorgio,06-029-5002,AQS,2,47,38,30,16
06/06/2022,49,Ozone,Oildale,06-029-0232,AQS,2,49,40,42,25
06/07/2022,108,Ozone,Arvin-Di Giorgio,06-029-5002,AQS,3,108,52,52,48
06/08/2022,101,Ozone,Edison,06-029-0007,AQS,3,101,54,53,32
06/09/2022,80,Ozone,Arvin-Di Giorgio,06-029-5002,AQS,2,80,57,55,32
06/10/2022,105,Ozone,Edison,06-029-0007,AQS,3,105,52,57,37
06/11/2022,59,PM2.5,Lebec,06-029-2009,AQS,3,51,40,59,27
06/12/2022,57,PM10,Bakersfield-Golden / M St,06-029-0010,AQS,2,44,57,39,16
06/13/2022,84,PM10,Mojave - CA 58 Business,06-029-0019,AQS,2,54,84,54,21
06/14/2022,74,Ozone,Arvin-Di Giorgio,06-029-5002,AQS,2,74,51,61,48
06/15/2022,112,Ozone,Edison,06-029-0007,AQS,3,112,55,56,40
06/16/2022,119,Ozone,Oildale,06-029-0232,AQS,3,119,53,58,37
06/17/2022,58,PM10,Bakersfield-Golden / M St,06-029-0010,AQS,2,51,58,43,26
06/18/2022,46,Ozone,Oildale,06-029-0232,AQS,2,46,31,30,18
06/19/2022,54,Ozone,Oildale,06-029-0232,AQS,2,54,30,37,30
06/20/2022,90,Ozone,Arvin-Di Giorgio,06-029-5002,AQS,2,90,50,52,41
06/21/2022,126,Ozone,Arvin-Di Giorgio,06-029-5002,AQS,2,126,65,59,32
06/22/2022,58,Ozone,Maricopa,06-029-0008,AQS,3,58,44,55,38
06/23/2022,101,Ozone,Arvin-Di Giorgio,06-029-5002,AQS,3,101,37,62,36
06/24/2022,119,Ozone,Shafter,06-029-6001,AQS,3,119,44,57,33
06/25/2022,93,Ozone,Edison,06-029-0007,AQS,3,93,38,52,39
06/26/2022,90,Ozone,Edison,06-029-0007,AQS,3,90,33,51,37
06/27/2022,108,Ozone,Arvin-Di Giorgio,06-029-5002,AQS,3,108,44,55,38
06/28/2022,90,Ozone,Arvin-Di Giorgio,06-029-5002,AQS,2,90,44,52,38
06/29/2022,97,Ozone,Arvin-Di Giorgio,06-029-5002,AQS,3,97,41,44,31
06/30/2022,100,Ozone,Arvin-Di Giorgio,06-029-5002,AQS,2,100,39,39,32
07/01/2022,108,Ozone,Arvin-Di Giorgio,06-029-5002,AQS,2,108,44,53,32
07/02/2022,71,Ozone,Arvin-Di Giorgio,06-029-5002,AQS,2,71,39,46,21
07/03/2022,49,Ozone,Oildale,06-029-0232,AQS,2,49,32,42,16
07/04/2022,134,PM2.5,Bakersfield-California,06-029-0014,AQS,2,44,56,134,29
07/05/2022,69,PM2.5,Bakersfield-Golden / M St,06-029-0010,AQS,3,47,45,69,28
07/06/2022,48,Ozone,Edison,06-029-0007,AQS,1,48,37,40,28
07/07/2022,74,Ozone,Edison,06-029-0007,AQS,2,74,43,49,36
07/08/2022,93,Ozone,Oildale,06-029-0232,AQS,2,93,48,49,29
07/09/2022,67,Ozone,Oildale,06-029-0232,AQS,2,67,38,40,26
07/10/2022,61,Ozone,Edison,06-029-0007,AQS,2,61,36,48,32
07/11/2022,133,Ozone,Arvin-Di Giorgio,06-029-5002,AQS,3,133,51,57,38
07/12/2022,140,Ozone,Arvin-Di Giorgio,06-029-5002,AQS,3,140,54,55,30
07/13/2022,122,Ozone,Arvin-Di Giorgio,06-029-5002,AQS,2,122,55,55,35
07/14/2022,129,Ozone,Edison,06-029-0007,AQS,2,129,55,58,38
07/15/2022,133,Ozone,Arvin-Di Giorgio,06-029-5002,AQS,3,133,56,59,32
07/16/2022,140,Ozone,Arvin-Di Giorgio,06-029-5002,AQS,3,140,53,60,33
07/17/2022,143,Ozone,Edison,06-029-0007,AQS,3,143,36,65,28
07/18/2022,80,Ozone,Arvin-Di Giorgio,06-029-5002,AQS,2,80,31,46,30
07/19/2022,101,Ozone,Arvin-Di Giorgio,06-029-5002,AQS,3,101,40,51,33
07/20/2022,93,Ozone,Arvin-Di Giorgio,06-029-5002,AQS,2,93,49,53,31
07/21/2022,84,Ozone,Arvin-Di Giorgio,06-029-5002,AQS,2,84,45,50,32
